week,keyword,count,avg_risk,trend
2023-W29,假網拍,22,0,stable
2023-W29,一頁式網站,18,0,stable
2023-W29,網購詐騙,22,0,stable
2023-W29,金融卡錯誤,8,0,stable
2023-W29,退款詐騙,9,0,stable
2023-W29,訂單異常,8,0,stable
2023-W29,誤設分期,9,0,stable
2023-W29,取消訂單,10,0,stable
2023-W29,解除分期,10,0,stable
2023-W29,操作失誤,9,0,stable
2023-W29,Tinder詐騙,9,0,stable
2023-W29,包裹繳稅,8,0,stable
2023-W29,交友平台詐騙,10,0,stable
2023-W29,視訊詐騙,9,0,stable
2023-W29,徵婚詐騙,10,0,stable
2023-W29,機票費用詐騙,8,0,stable
2023-W29,愛情詐騙,10,0,stable
2023-W29,警察詐騙,9,0,stable
2023-W29,涉案通知,10,0,stable
2023-W29,洗錢防制,12,0,stable
2023-W29,司法詐騙,8,0,stable
2023-W29,監管帳戶,8,0,stable
2023-W29,貸款詐騙,5,0,stable
2023-W29,保證核貸,5,0,stable
2023-W29,代辦貸款,5,0,stable
2023-W29,企業貸款詐騙,5,0,stable
2023-W29,小額借貸,5,0,stable
2023-W29,民間借貸,5,0,stable
2023-W29,證件借款,5,0,stable
2023-W29,在家工作,7,0,stable
2023-W29,包裝員,5,0,stable
2023-W29,刷單詐騙,6,0,stable
2023-W29,求職詐騙,6,0,stable
2023-W29,培訓費詐騙,6,0,stable
2023-W29,假疫苗,5,0,stable
2023-W29,AI投資詐騙,5,0,stable
2023-W29,健保詐騙,5,0,stable
2023-W29,直播詐騙,5,0,stable
2023-W29,防疫補助,5,0,stable
2023-W30,外匯保證金,35,0,stable
2023-W30,二元期權,31,0,stable
2023-W30,元宇宙投資,29,0,stable
2023-W30,股票投顧,28,0,stable
2023-W30,投資平台,32,0,stable
2023-W30,保證獲利,30,0,stable
2023-W30,黃金投資,34,0,stable
2023-W30,假投資,30,0,stable
2023-W30,加密貨幣,29,0,stable
2023-W30,外匯投資,31,0,stable
2023-W30,臉書購物詐騙,24,0,stable
2023-W30,露天詐騙,26,0,stable
2023-W30,一頁式網站,25,0,stable
2023-W30,IG購物,24,0,stable
2023-W30,臉書市集,20,0,stable
2023-W30,海外代購詐騙,25,0,stable
2023-W30,退款詐騙,8,0,stable
2023-W30,誤設分期,7,0,stable
2023-W30,信用卡盜刷,6,0,stable
2023-W30,解除分期,8,0,stable
2023-W30,銀行客服詐騙,7,0,stable
2023-W30,客服詐騙,7,0,stable
2023-W30,訂單異常,6,0,stable
2023-W30,取消訂單,7,0,stable
2023-W30,金融卡錯誤,7,0,stable
2023-W30,操作失誤,7,0,stable
2023-W30,徵婚詐騙,8,0,stable
2023-W30,探探詐騙,6,0,stable
2023-W30,婚戀詐騙,6,0,stable
2023-W30,Bumble詐騙,7,0,stable
2023-W30,交友平台詐騙,6,0,stable
2023-W30,感情詐騙,7,0,stable
2023-W30,愛情詐騙,8,0,stable
2023-W30,機票費用詐騙,6,0,stable
2023-W30,視訊詐騙,13,0,stable
2023-W30,監管帳戶,6,0,stable
2023-W30,刑事局,5,0,stable
2023-W30,地檢署,7,0,stable
2023-W30,假檢警,5,0,stable
2023-W30,金融犯罪,5,0,stable
2023-W30,警察詐騙,6,0,stable
2023-W30,凍結帳戶,7,0,stable
2023-W30,偵查不公開,5,0,stable
2023-W30,信用貸款,5,0,stable
2023-W30,房貸詐騙,5,0,stable
2023-W30,保證核貸,5,0,stable
2023-W30,學貸詐騙,6,0,stable
2023-W30,快速放款,5,0,stable
2023-W30,高薪工作,5,0,stable
2023-W30,打字員詐騙,5,0,stable
2023-W30,倉儲人員,5,0,stable
2023-W30,在家工作,5,0,stable
2023-W30,家庭代工,5,0,stable
2023-W30,網拍小幫手,5,0,stable
2023-W30,包裝員,5,0,stable
2023-W30,海外工作詐騙,5,0,stable
2023-W30,AI投資詐騙,5,0,stable
2023-W30,小紅書代購,5,0,stable
2023-W30,釣魚網站,5,0,stable
2023-W30,健保詐騙,5,0,stable
2023-W30,直播詐騙,5,0,stable
2023-W30,ChatGPT詐騙,5,0,stable
2023-W30,元宇宙詐騙,5,0,stable
2023-W31,投資詐財,46,0,stable
2023-W31,元宇宙投資,37,0,stable
2023-W31,二元期權,32,0,stable
2023-W31,代操,30,0,stable
2023-W31,NFT投資,28,0,stable
2023-W31,飆股老師,38,0,stable
2023-W31,比特幣詐騙,28,0,stable
2023-W31,外匯投資,39,0,stable
2023-W31,ETF詐騙,31,0,stable
2023-W31,黃金投資,28,0,stable
2023-W31,臉書市集,22,0,stable
2023-W31,貨到付款詐騙,24,0,stable
2023-W31,假代購,22,0,stable
2023-W31,網購詐騙,25,0,stable
2023-W31,蝦皮詐騙,25,0,stable
2023-W31,一頁式網站,24,0,stable
2023-W31,會員升級,10,0,stable
2023-W31,客服詐騙,9,0,stable
2023-W31,系統錯誤,8,0,stable
2023-W31,訂單異常,9,0,stable
2023-W31,信用卡盜刷,9,0,stable
2023-W31,取消訂單,8,0,stable
2023-W31,帳戶異常,8,0,stable
2023-W31,徵婚詐騙,12,0,stable
2023-W31,交友平台詐騙,12,0,stable
2023-W31,交友投資,11,0,stable
2023-W31,見面費用,12,0,stable
2023-W31,涉案通知,6,0,stable
2023-W31,假檢警,5,0,stable
2023-W31,凍結帳戶,5,0,stable
2023-W31,法院傳票,5,0,stable
2023-W31,最高法院,5,0,stable
2023-W31,司法詐騙,6,0,stable
2023-W31,安全帳戶,6,0,stable
2023-W31,金融犯罪,6,0,stable
2023-W31,假法官,6,0,stable
2023-W31,洗錢防制,5,0,stable
2023-W31,企業貸款詐騙,5,0,stable
2023-W31,證件借款,5,0,stable
2023-W31,小額借貸,5,0,stable
2023-W31,快速放款,5,0,stable
2023-W31,貸款詐騙,5,0,stable
2023-W31,保證核貸,5,0,stable
2023-W31,車貸詐騙,5,0,stable
2023-W31,培訓費詐騙,5,0,stable
2023-W31,求職詐騙,5,0,stable
2023-W31,兼職詐騙,5,0,stable
2023-W31,包裝員,5,0,stable
2023-W31,刷單詐騙,5,0,stable
2023-W31,倉儲人員,5,0,stable
2023-W31,高薪工作,5,0,stable
2023-W31,保證金詐騙,5,0,stable
2023-W31,博弈客服,5,0,stable
2023-W31,釣魚網站,5,0,stable
2023-W31,退稅詐騙,5,0,stable
2023-W31,直播詐騙,5,0,stable
2023-W31,視訊詐騙,5,0,stable
2023-W31,元宇宙詐騙,5,0,stable
2023-W31,防疫補助,5,0,stable
2023-W31,假疫苗,5,0,stable
2023-W31,AI投資詐騙,5,0,stable
2023-W31,NFT詐騙,5,0,stable
2023-W32,飆股老師,56,0,stable
2023-W32,投資群組,40,0,stable
2023-W32,比特幣詐騙,54,0,stable
2023-W32,外匯投資,51,0,stable
2023-W32,AI投資,55,0,stable
2023-W32,投資理財,51,0,stable
2023-W32,NFT投資,49,0,stable
2023-W32,臉書購物詐騙,18,0,stable
2023-W32,電商詐騙,19,0,stable
2023-W32,私下交易,19,0,stable
2023-W32,IG購物,19,0,stable
2023-W32,第三方支付詐騙,14,0,stable
2023-W32,網購詐騙,18,0,stable
2023-W32,海外代購詐騙,18,0,stable
2023-W32,購物平台詐騙,13,0,stable
2023-W32,退款詐騙,11,0,stable
2023-W32,操作失誤,10,0,stable
2023-W32,系統錯誤,10,0,stable
2023-W32,信用卡盜刷,10,0,stable
2023-W32,解除分期,10,0,stable
2023-W32,銀行客服詐騙,9,0,stable
2023-W32,投資詐財,10,0,stable
2023-W32,婚戀詐騙,8,0,stable
2023-W32,軍人身份詐騙,8,0,stable
2023-W32,假交友,8,0,stable
2023-W32,見面費用,8,0,stable
2023-W32,愛情詐騙,8,0,stable
2023-W32,徵婚詐騙,8,0,stable
2023-W32,最高法院,5,0,stable
2023-W32,地檢署,5,0,stable
2023-W32,監管帳戶,6,0,stable
2023-W32,司法詐騙,5,0,stable
2023-W32,涉案通知,6,0,stable
2023-W32,警察詐騙,6,0,stable
2023-W32,偵查不公開,5,0,stable
2023-W32,金融犯罪,5,0,stable
2023-W32,假檢警,6,0,stable
2023-W32,洗錢防制,5,0,stable
2023-W32,小額借貸,5,0,stable
2023-W32,手續費詐騙,7,0,stable
2023-W32,企業貸款詐騙,7,0,stable
2023-W32,房貸詐騙,7,0,stable
2023-W32,無擔保貸款,6,0,stable
2023-W32,度假打工詐騙,5,0,stable
2023-W32,培訓費詐騙,5,0,stable
2023-W32,家庭代工,5,0,stable
2023-W32,求職詐騙,5,0,stable
2023-W32,高薪工作,5,0,stable
2023-W32,海外工作詐騙,5,0,stable
2023-W32,倉儲人員,5,0,stable
2023-W32,包裝員,5,0,stable
2023-W32,在家工作,5,0,stable
2023-W32,簡訊詐騙,5,0,stable
2023-W32,NFT詐騙,5,0,stable
2023-W32,釣魚網站,5,0,stable
2023-W32,小紅書代購,5,0,stable
2023-W32,退稅詐騙,5,0,stable
2023-W32,AI投資詐騙,5,0,stable
2023-W32,抖音詐騙,5,0,stable
2023-W32,健保詐騙,5,0,stable
2023-W32,直播詐騙,5,0,stable
2023-W33,NFT投資,52,0,stable
2023-W33,假投資,45,0,stable
2023-W33,保證獲利,41,0,stable
2023-W33,投資專家,43,0,stable
2023-W33,飆股老師,56,0,stable
2023-W33,股票投顧,58,0,stable
2023-W33,元宇宙投資,49,0,stable
2023-W33,假代購,17,0,stable
2023-W33,露天詐騙,19,0,stable
2023-W33,第三方支付詐騙,16,0,stable
2023-W33,超商取貨詐騙,17,0,stable
2023-W33,旋轉拍賣,14,0,stable
2023-W33,LINE購物詐騙,14,0,stable
2023-W33,購物平台詐騙,16,0,stable
2023-W33,貨到付款詐騙,17,0,stable
2023-W33,退款詐騙,15,0,stable
2023-W33,操作失誤,15,0,stable
2023-W33,銀行客服詐騙,15,0,stable
2023-W33,會員升級,14,0,stable
2023-W33,帳戶異常,14,0,stable
2023-W33,交友投資,7,0,stable
2023-W33,感情詐騙,7,0,stable
2023-W33,網戀詐騙,9,0,stable
2023-W33,包裹繳稅,8,0,stable
2023-W33,Bumble詐騙,7,0,stable
2023-W33,Tinder詐騙,7,0,stable
2023-W33,交友軟體詐騙,9,0,stable
2023-W33,交友平台詐騙,9,0,stable
2023-W33,刑事局,6,0,stable
2023-W33,司法詐騙,8,0,stable
2023-W33,偵查不公開,6,0,stable
2023-W33,涉案通知,7,0,stable
2023-W33,警察詐騙,6,0,stable
2023-W33,監管帳戶,8,0,stable
2023-W33,假檢警,7,0,stable
2023-W33,企業貸款詐騙,5,0,stable
2023-W33,學貸詐騙,5,0,stable
2023-W33,貸款詐騙,5,0,stable
2023-W33,無擔保貸款,5,0,stable
2023-W33,房貸詐騙,5,0,stable
2023-W33,手續費詐騙,5,0,stable
2023-W33,證件借款,5,0,stable
2023-W33,貸款保證金,5,0,stable
2023-W33,信用貸款,5,0,stable
2023-W33,包裝員,5,0,stable
2023-W33,博弈客服,5,0,stable
2023-W33,度假打工詐騙,5,0,stable
2023-W33,在家工作,5,0,stable
2023-W33,家庭代工,5,0,stable
2023-W33,培訓費詐騙,5,0,stable
2023-W33,求職詐騙,5,0,stable
2023-W33,保證金詐騙,5,0,stable
2023-W33,兼職詐騙,5,0,stable
2023-W33,假疫苗,5,0,stable
2023-W33,AI投資詐騙,5,0,stable
2023-W33,ChatGPT詐騙,5,0,stable
2023-W33,直播詐騙,5,0,stable
2023-W33,抖音詐騙,5,0,stable
2023-W33,簡訊詐騙,5,0,stable
2023-W33,元宇宙詐騙,5,0,stable
2023-W33,紓困貸款詐騙,5,0,stable
2023-W34,ETF詐騙,35,0,stable
2023-W34,元宇宙投資,37,0,stable
2023-W34,股票群組,43,0,stable
2023-W34,虛擬貨幣詐騙,43,0,stable
2023-W34,加密貨幣,39,0,stable
2023-W34,代操,41,0,stable
2023-W34,AI投資,41,0,stable
2023-W34,比特幣詐騙,37,0,stable
2023-W34,假投資,38,0,stable
2023-W34,直播購物詐騙,18,0,stable
2023-W34,蝦皮詐騙,21,0,stable
2023-W34,一頁式網站,18,0,stable
2023-W34,假網拍,21,0,stable
2023-W34,臉書市集,21,0,stable
2023-W34,網購詐騙,26,0,stable
2023-W34,訂單異常,8,0,stable
2023-W34,金融卡錯誤,7,0,stable
2023-W34,客服詐騙,8,0,stable
2023-W34,操作失誤,7,0,stable
2023-W34,帳戶異常,6,0,stable
2023-W34,信用卡盜刷,6,0,stable
2023-W34,銀行客服詐騙,6,0,stable
2023-W34,退款詐騙,6,0,stable
2023-W34,誤設分期,8,0,stable
2023-W34,重複扣款,8,0,stable
2023-W34,見面費用,11,0,stable
2023-W34,感情詐騙,9,0,stable
2023-W34,外國人交友,10,0,stable
2023-W34,網戀詐騙,11,0,stable
2023-W34,婚戀詐騙,10,0,stable
2023-W34,機票費用詐騙,11,0,stable
2023-W34,最高法院,6,0,stable
2023-W34,洗錢防制,8,0,stable
2023-W34,安全帳戶,8,0,stable
2023-W34,假法官,8,0,stable
2023-W34,司法詐騙,8,0,stable
2023-W34,涉案通知,7,0,stable
2023-W34,假檢警,8,0,stable
2023-W34,證件借款,5,0,stable
2023-W34,快速放款,5,0,stable
2023-W34,貸款詐騙,5,0,stable
2023-W34,信用貸款,5,0,stable
2023-W34,手續費詐騙,5,0,stable
2023-W34,代辦貸款,5,0,stable
2023-W34,房貸詐騙,5,0,stable
2023-W34,在家工作,5,0,stable
2023-W34,高薪工作,5,0,stable
2023-W34,度假打工詐騙,5,0,stable
2023-W34,求職詐騙,5,0,stable
2023-W34,海外工作詐騙,5,0,stable
2023-W34,網拍小幫手,5,0,stable
2023-W34,保證金詐騙,5,0,stable
2023-W34,培訓費詐騙,5,0,stable
2023-W34,刷單詐騙,5,0,stable
2023-W34,兼職詐騙,5,0,stable
2023-W34,抖音詐騙,5,0,stable
2023-W34,直播詐騙,5,0,stable
2023-W34,退稅詐騙,5,0,stable
2023-W34,元宇宙詐騙,5,0,stable
2023-W34,小紅書代購,5,0,stable
2023-W34,紓困貸款詐騙,5,0,stable
2023-W34,釣魚網站,5,0,stable
2023-W34,AI投資詐騙,5,0,stable
2023-W34,視訊詐騙,5,0,stable
2023-W34,ChatGPT詐騙,5,0,stable
2023-W35,投資群組,56,0,stable
2023-W35,投資詐財,46,0,stable
2023-W35,投資理財,45,0,stable
2023-W35,虛擬貨幣詐騙,56,0,stable
2023-W35,二元期權,50,0,stable
2023-W35,元宇宙投資,44,0,stable
2023-W35,加密貨幣,54,0,stable
2023-W35,假代購,17,0,stable
2023-W35,直播購物詐騙,22,0,stable
2023-W35,IG購物,17,0,stable
2023-W35,私下交易,19,0,stable
2023-W35,超商取貨詐騙,22,0,stable
2023-W35,旋轉拍賣,17,0,stable
2023-W35,露天詐騙,16,0,stable
2023-W35,會員升級,6,0,stable
2023-W35,ATM解除,7,0,stable
2023-W35,退款詐騙,6,0,stable
2023-W35,訂單異常,6,0,stable
2023-W35,解除分期,8,0,stable
2023-W35,帳戶異常,7,0,stable
2023-W35,系統錯誤,7,0,stable
2023-W35,重複扣款,6,0,stable
2023-W35,取消訂單,7,0,stable
2023-W35,金融卡錯誤,7,0,stable
2023-W35,機票費用詐騙,12,0,stable
2023-W35,殺豬盤,12,0,stable
2023-W35,探探詐騙,12,0,stable
2023-W35,交友軟體詐騙,9,0,stable
2023-W35,包裹繳稅,9,0,stable
2023-W35,徵婚詐騙,10,0,stable
2023-W35,刑事局,6,0,stable
2023-W35,警察詐騙,6,0,stable
2023-W35,安全帳戶,5,0,stable
2023-W35,涉案通知,5,0,stable
2023-W35,凍結帳戶,6,0,stable
2023-W35,金融犯罪,5,0,stable
2023-W35,偵查不公開,6,0,stable
2023-W35,司法詐騙,6,0,stable
2023-W35,假檢警,5,0,stable
2023-W35,地檢署,5,0,stable
2023-W35,貸款詐騙,5,0,stable
2023-W35,企業貸款詐騙,5,0,stable
2023-W35,小額借貸,5,0,stable
2023-W35,證件借款,5,0,stable
2023-W35,無擔保貸款,5,0,stable
2023-W35,保證核貸,5,0,stable
2023-W35,學貸詐騙,5,0,stable
2023-W35,房貸詐騙,5,0,stable
2023-W35,快速放款,5,0,stable
2023-W35,手續費詐騙,5,0,stable
2023-W35,海外工作詐騙,5,0,stable
2023-W35,家庭代工,5,0,stable
2023-W35,網拍小幫手,5,0,stable
2023-W35,高薪工作,5,0,stable
2023-W35,博弈客服,5,0,stable
2023-W35,倉儲人員,5,0,stable
2023-W35,紓困貸款詐騙,5,0,stable
2023-W35,小紅書代購,5,0,stable
2023-W35,視訊詐騙,5,0,stable
2023-W35,防疫補助,5,0,stable
2023-W35,直播詐騙,5,0,stable
2023-W35,假疫苗,5,0,stable
2023-W35,元宇宙詐騙,5,0,stable
2023-W35,ChatGPT詐騙,5,0,stable
2023-W35,抖音詐騙,5,0,stable
2023-W35,釣魚網站,5,0,stable
2023-W36,穩賺不賠,76,0,stable
2023-W36,保證獲利,61,0,stable
2023-W36,ETF詐騙,69,0,stable
2023-W36,外匯保證金,59,0,stable
2023-W36,投資平台,75,0,stable
2023-W36,海外代購詐騙,15,0,stable
2023-W36,購物平台詐騙,14,0,stable
2023-W36,LINE購物詐騙,14,0,stable
2023-W36,網購詐騙,16,0,stable
2023-W36,一頁式網站,17,0,stable
2023-W36,臉書市集,13,0,stable
2023-W36,旋轉拍賣,15,0,stable
2023-W36,假網拍,18,0,stable
2023-W36,誤設分期,12,0,stable
2023-W36,帳戶異常,15,0,stable
2023-W36,重複扣款,15,0,stable
2023-W36,銀行客服詐騙,16,0,stable
2023-W36,操作失誤,15,0,stable
2023-W36,Tinder詐騙,10,0,stable
2023-W36,婚戀詐騙,9,0,stable
2023-W36,交友投資,9,0,stable
2023-W36,愛情詐騙,8,0,stable
2023-W36,機票費用詐騙,10,0,stable
2023-W36,外國人交友,9,0,stable
2023-W36,假交友,10,0,stable
2023-W36,地檢署,11,0,stable
2023-W36,金融犯罪,8,0,stable
2023-W36,假檢警,8,0,stable
2023-W36,偵查不公開,9,0,stable
2023-W36,司法詐騙,9,0,stable
2023-W36,學貸詐騙,5,0,stable
2023-W36,快速放款,5,0,stable
2023-W36,證件借款,5,0,stable
2023-W36,保證核貸,5,0,stable
2023-W36,企業貸款詐騙,5,0,stable
2023-W36,房貸詐騙,5,0,stable
2023-W36,小額借貸,5,0,stable
2023-W36,信用貸款,5,0,stable
2023-W36,包裝員,6,0,stable
2023-W36,保證金詐騙,5,0,stable
2023-W36,家庭代工,6,0,stable
2023-W36,求職詐騙,5,0,stable
2023-W36,打字員詐騙,5,0,stable
2023-W36,元宇宙詐騙,5,0,stable
2023-W36,釣魚網站,5,0,stable
2023-W36,退稅詐騙,5,0,stable
2023-W36,簡訊詐騙,5,0,stable
2023-W36,健保詐騙,5,0,stable
2023-W36,NFT詐騙,5,0,stable
2023-W36,直播詐騙,5,0,stable
2023-W36,AI投資詐騙,5,0,stable
2023-W36,視訊詐騙,5,0,stable
2023-W37,投資群組,37,0,stable
2023-W37,虛擬貨幣詐騙,35,0,stable
2023-W37,投資平台,37,0,stable
2023-W37,代操,40,0,stable
2023-W37,投資詐財,43,0,stable
2023-W37,高報酬投資,31,0,stable
2023-W37,飆股老師,31,0,stable
2023-W37,投資專家,30,0,stable
2023-W37,投資理財,39,0,stable
2023-W37,NFT投資,33,0,stable
2023-W37,假代購,17,0,stable
2023-W37,蝦皮詐騙,18,0,stable
2023-W37,第三方支付詐騙,17,0,stable
2023-W37,臉書購物詐騙,18,0,stable
2023-W37,購物平台詐騙,14,0,stable
2023-W37,旋轉拍賣,16,0,stable
2023-W37,私下交易,13,0,stable
2023-W37,IG購物,19,0,stable
2023-W37,重複扣款,8,0,stable
2023-W37,退款詐騙,8,0,stable
2023-W37,帳戶異常,7,0,stable
2023-W37,會員升級,6,0,stable
2023-W37,操作失誤,6,0,stable
2023-W37,金融卡錯誤,7,0,stable
2023-W37,系統錯誤,6,0,stable
2023-W37,誤設分期,6,0,stable
2023-W37,訂單異常,8,0,stable
2023-W37,婚戀詐騙,5,0,stable
2023-W37,交友平台詐騙,7,0,stable
2023-W37,機票費用詐騙,5,0,stable
2023-W37,交友投資,7,0,stable
2023-W37,網戀詐騙,7,0,stable
2023-W37,視訊詐騙,5,0,stable
2023-W37,軍人身份詐騙,7,0,stable
2023-W37,見面費用,7,0,stable
2023-W37,交友軟體詐騙,6,0,stable
2023-W37,假檢警,5,0,stable
2023-W37,監管帳戶,7,0,stable
2023-W37,凍結帳戶,5,0,stable
2023-W37,刑事局,7,0,stable
2023-W37,安全帳戶,6,0,stable
2023-W37,假法官,6,0,stable
2023-W37,洗錢防制,6,0,stable
2023-W37,司法詐騙,6,0,stable
2023-W37,貸款保證金,5,0,stable
2023-W37,信用貸款,5,0,stable
2023-W37,代辦貸款,5,0,stable
2023-W37,無擔保貸款,5,0,stable
2023-W37,企業貸款詐騙,5,0,stable
2023-W37,保證核貸,5,0,stable
2023-W37,車貸詐騙,5,0,stable
2023-W37,貸款詐騙,5,0,stable
2023-W37,學貸詐騙,5,0,stable
2023-W37,培訓費詐騙,6,0,stable
2023-W37,高薪工作,6,0,stable
2023-W37,度假打工詐騙,5,0,stable
2023-W37,網拍小幫手,5,0,stable
2023-W37,倉儲人員,6,0,stable
2023-W37,退稅詐騙,5,0,stable
2023-W37,抖音詐騙,5,0,stable
2023-W37,紓困貸款詐騙,5,0,stable
2023-W37,元宇宙詐騙,5,0,stable
2023-W37,防疫補助,5,0,stable
2023-W37,NFT詐騙,5,0,stable
2023-W37,ChatGPT詐騙,5,0,stable
2023-W37,小紅書代購,5,0,stable
2023-W38,高報酬投資,48,0,stable
2023-W38,AI投資,55,0,stable
2023-W38,NFT投資,66,0,stable
2023-W38,投資專家,58,0,stable
2023-W38,穩賺不賠,67,0,stable
2023-W38,保證獲利,59,0,stable
2023-W38,IG購物,19,0,stable
2023-W38,假賣家,21,0,stable
2023-W38,旋轉拍賣,20,0,stable
2023-W38,臉書購物詐騙,20,0,stable
2023-W38,電商詐騙,26,0,stable
2023-W38,一頁式網站,20,0,stable
2023-W38,訂單異常,8,0,stable
2023-W38,信用卡盜刷,9,0,stable
2023-W38,銀行客服詐騙,7,0,stable
2023-W38,取消訂單,9,0,stable
2023-W38,退款詐騙,8,0,stable
2023-W38,解除分期,8,0,stable
2023-W38,系統錯誤,8,0,stable
2023-W38,金融卡錯誤,7,0,stable
2023-W38,徵婚詐騙,10,0,stable
2023-W38,感情詐騙,9,0,stable
2023-W38,交友投資,12,0,stable
2023-W38,殺豬盤,12,0,stable
2023-W38,網戀詐騙,10,0,stable
